_id,AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
113,A1354538,MIA,CAT,TABBY-BUFF,,DOMESTIC SH,SPAYED,2024-07-30,1,2025-08-08,HEALTHY,STRAY,OTC,,2025-08-16,ADOPTION,,HEALTHY,HARRIS AVE/ PAULINE DR,SAN JOSE,2025-08-16
114,A1354896,KAYLA,DOG,BLACK,WHITE,SIBERIAN HUSKY,SPAYED,2017-09-11,8,2025-08-16,BEH M,OWNER SUR,FIELD,,,,,,,SAN JOSE,2026-03-05
115,A1355000,TRIXIE,CAT,CALICO-TRI,,DOMESTIC LH,SPAYED,2024-07-19,1,2025-11-02,HEALTHY,OWNER SUR,FIELD,,2025-11-29,ADOPTION,,HEALTHY,,SAN JOSE,2025-11-29
116,A1355617,COOPER,DOG,WHITE,,SIBERIAN HUSKY,NEUTERED,2022-09-12,3,2025-08-24,MED R,OWNER SUR,OTC,,2025-09-06,ADOPTION,,HEALTHY,,MILPITAS,2025-09-06
117,A1355617,COOPER,DOG,WHITE,,SIBERIAN HUSKY,NEUTERED,2022-09-12,3,2025-08-13,HEALTHY,STRAY,FIELD,,2025-08-14,RTO,,HEALTHY,100 BLOCK RODRIGUES,MILPITAS,2025-08-23
118,A1356478,DOMINO,DOG,BLACK,WHITE,BORDER COLLIE,SPAYED,2023-12-27,2,2025-09-13,HEALTHY,CONFISCATE,POLICE,,2025-09-17,RTO,,HEALTHY,,SAN JOSE,2025-09-17
119,A1357018,BANDIT,DOG,WHITE,,TOY FOX TERRIER,MALE,2023-12-06,2,2025-08-03,BEH U,STRAY,OTC,,2025-08-19,EUTH,,BEH U,BERRYESSA RD/SIERRA RD,SAN JOSE,2025-08-19
120,A1357262,LUCKY,CAT,BLACK,,DOMESTIC SH,SPAYED,2024-06-27,1,2025-07-09,HEALTHY,OWNER SUR,OTC,MOVE,2025-07-19,ADOPTION,,HEALTHY,,SAN JOSE,2025-07-19
121,A1357426,STARLA,DOG,BRINDLE-BN,,AM PIT BULL TER,SPAYED,2022-09-25,3,2025-08-22,MED R,STRAY,MEDVET,,2025-08-25,RTO,,,ABORN RD,SAN JOSE,2025-08-25
122,A1358008,GRACE,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2024-08-11,1,2025-07-29,HEALTHY,CONFISCATE,POLICE,,2025-07-30,RTO,,HEALTHY,,SAN JOSE,2025-07-30
123,A1358033,FLAPJACK,DOG,TAN,BLACK,GERM SHEPHERD,NEUTERED,2023-05-06,2,2025-07-05,HEALTHY,STRAY,MEDVET,,2025-07-14,ADOPTION,,HEALTHY,SENTER RD  X NEEDLES RD,SAN JOSE,2025-07-15
124,A1358033,FLAPJACK,DOG,TAN,BLACK,GERM SHEPHERD,NEUTERED,2023-05-06,2,2025-10-20,HEALTHY,STRAY,FIELD,,2025-11-13,ADOPTION,,HEALTHY,FLORIDA AVE / MIAMI DR,SAN JOSE,2025-11-13
125,A1358205,MARQUIS,DOG,BLACK,BROWN,GERM SHEPHERD,SPAYED,2024-03-30,1,2025-09-21,HEALTHY,RETURN,OTC,NO TIME,2025-10-23,ADOPTION,,HEALTHY,,SAN JOSE,2025-10-23
126,A1360659,APOLLO,DOG,BLACK,WHITE,PIT BULL,NEUTERED,2020-04-01,5,2025-07-08,BEH M,STRAY,FIELD,,2025-07-09,RTO,,,HILLVIEW X 680,MILPITAS,2025-07-09
127,A1360659,APOLLO,DOG,BLACK,WHITE,PIT BULL,NEUTERED,2020-04-01,5,2025-07-10,HEALTHY,CONFISCATE,ASO,,2025-08-11,RTO,,HEALTHY,,MILPITAS,2025-08-11
128,A1362837,AZALEA,DOG,BROWN,BLACK,GERM SHEPHERD,FEMALE,2019-11-13,6,2025-09-11,MED R,STRAY,OTC,,2025-10-22,RESCUE,,MED R,E JULIAN ST X N 26TH ST,SAN JOSE,2025-11-12
129,A1362919,COLE,DOG,BLACK,WHITE,GREAT DANE,MALE,,,2025-07-23,MED R,STRAY,OTC,,2025-07-23,RTO,,MED R,E CAPITOL EXPY / TULLY RD,SAN JOSE,2025-07-24
130,A1364302,BUDDY,DOG,BROWN,,PIT BULL,MALE,2022-11-21,3,2025-09-09,HEALTHY,STRAY,OTC,,2025-09-19,RTO,,HEALTHY,CROPLEY AVE/LAKEWOOD AVE,SAN JOSE,2025-09-19
131,A1366470,LUMINELA,DOG,BRINDLE-BN,WHITE,ENG BULLDOG,SPAYED,2022-12-11,3,2025-09-12,MED R,STRAY,OTC,,2025-10-08,ADOPTION,,HEALTHY,HIGHWAY 101/ TULLY RD,SAN JOSE,2025-10-08
132,A1366587,SPARROW,DOG,BROWN,WHITE,PIT BULL,NEUTERED,2024-03-06,1,2025-08-05,BEH M,STRAY,FIELD,,2025-08-20,ADOPTION,,HEALTHY,MERCADO X BRUZZONE,SAN JOSE,2025-08-21
133,A1366944,GORDA,DOG,SABLE,WHITE,SIBERIAN HUSKY,FEMALE,2023-12-16,2,2025-09-06,HEALTHY,STRAY,MEDVET,,2025-09-10,RTO,,HEALTHY,W TRIMBLE RD / SEABOARD AVE,SAN JOSE,2025-09-10
134,A1369389,PULGAS,DOG,SABLE,,GERM SHEPHERD,MALE,2024-04-11,1,2025-08-16,HEALTHY,STRAY,FIELD,,2025-08-24,RTO,,HEALTHY,ARAMIS DR / PARK PLEASANT CIR,SAN JOSE,2025-08-24
135,A1370089,RONNI,DOG,BROWN,,GERM SHEPHERD,SPAYED,2024-07-19,1,2025-07-17,HEALTHY,STRAY,OTC,,2025-08-04,ADOPTION,,HEALTHY,LEWIS RD/MONTEREY RD,SAN JOSE,2025-08-04
136,A1370490,MAMAS,DOG,SABLE,,ANATOL SHEPHERD,SPAYED,2024-04-26,1,2025-08-02,MED R,STRAY,OTC,,,,,,W HOME ST X SUNOL ST,SAN JOSE,2025-09-02
137,A1370634,BELLA,DOG,TAN,,PARSON RUSS TER,FEMALE,,,2025-10-20,BEH M,STRAY,FIELD,,2025-10-22,RTO,,BEH M,MESSA RD / GALLOP RD,SAN JOSE,2025-10-22
138,A1370635,SIMBA,DOG,TAN,,PARSON RUSS TER,MALE,2022-08-24,3,2025-10-20,BEH M,STRAY,FIELD,,2025-10-22,RTO,,BEH M,MESSA RD / GALLOP RD,SAN JOSE,2025-11-07
139,A1370794,GIRLY,DOG,WHITE,BLACK,AM PIT BULL TER,SPAYED,2024-02-08,1,2025-10-06,HEALTHY,STRAY,OTC,,2026-02-27,ADOPTION,,HEALTHY,LICK AVE/W ALMA AVE,SAN JOSE,2026-02-27
140,A1371086,REN,DOG,BLACK,WHITE,TOY FOX TERRIER,NEUTERED,2024-08-31,1,2025-07-10,HEALTHY,STRAY,OTC,,2025-08-04,RESCUE,,HEALTHY,CAPITOL EXPY/SENTER RD,SAN JOSE,2025-08-04
141,A1373725,BAYLEE,DOG,BLACK,TAN,MIN PINSCHER,FEMALE,2010-02-13,15,2025-07-05,HEALTHY,STRAY,FIELD,,2025-07-06,RTO,,HEALTHY,1100 BLOCK N ABBOTT,MILPITAS,2025-07-06
142,A1373726,TWIX,DOG,RED,BROWN,MIN PINSCHER,MALE,2023-02-13,2,2025-07-05,HEALTHY,STRAY,FIELD,,2025-07-06,RTO,,HEALTHY,1100 BLOCK N ABBOTT,MILPITAS,2025-07-06
143,A1374349,DONUT,DOG,WHITE,,POODLE MIN,NEUTERED,2024-02-28,1,2025-07-09,HEALTHY,CONFISCATE,POLICE,,2025-07-17,RTO,,HEALTHY,,SAN JOSE,2025-07-18
144,A1374458,BOY,DOG,WHITE,BROWN,AM PIT BULL TER,NEUTERED,2024-08-21,1,2025-08-06,HEALTHY,CONFISCATE,HOSPITAL,,2025-08-29,ADOPTION,,HEALTHY,,SAN JOSE,2025-08-29
145,A1374482,ZOEY,DOG,BLACK,,AM PIT BULL TER,SPAYED,2021-10-27,4,2025-10-21,MED R,STRAY,FIELD,,2025-12-04,ADOPTION,,HEALTHY,COLEMAN AVE,SAN JOSE,2025-12-04
146,A1376356,BARBARA JEAN,DOG,TAN,WHITE,SIBERIAN HUSKY,SPAYED,2025-01-31,0,2025-09-30,HEALTHY,OWNER SUR,OTC,,2025-10-12,ADOPTION,,HEALTHY,,SAN JOSE,2025-10-12
147,A1376533,XENA,DOG,BROWN,WHITE,PIT BULL,SPAYED,2024-11-02,1,2025-10-23,HEALTHY,STRAY,FIELD,,2025-11-01,ADOPTION,,HEALTHY,SANTA TERESA / JSO MYUSKI,SAN JOSE,2025-11-01
148,A1376533,XENA,DOG,BROWN,WHITE,PIT BULL,SPAYED,2024-11-02,1,2025-07-14,HEALTHY,STRAY,OTC,,2025-07-18,RTO,,HEALTHY,S 5TH ST/KEYES ST,SAN JOSE,2025-07-24
149,A1379373,BIG MAC,DOG,TAN,WHITE,PIT BULL,NEUTERED,2022-04-15,3,2025-08-11,BEH U,RETURN,,,2025-08-13,EUTH,,BEH U,,SAN JOSE,2025-08-15
150,A1379432,TATA,DOG,TRICOLOR,,PIT BULL,NEUTERED,2021-04-16,4,2025-10-17,HEALTHY,STRAY,FIELD,,2025-10-18,RTO,,HEALTHY,PINTO DR / LONE BLUFF WAY,SAN JOSE,2025-10-18
151,A1379649,ASTRID,CAT,WHITE,,DOMESTIC SH,SPAYED,2024-08-19,1,2025-08-19,MED R,STRAY,OTC,,2025-09-17,ADOPTION,,HEALTHY,N WHITE RD/ALVIENA DR,SAN JOSE,2025-09-17
152,A1380120,OLLIE,DOG,GOLD,,BORDER COLLIE,NEUTERED,2023-07-10,2,2025-07-10,HEALTHY,STRAY,OTC,,2025-09-08,ADOPTION,,HEALTHY,MARTEN AVE / CLAYTON RD,SAN JOSE,2025-09-08
153,A1380353,SHIMMER,DOG,BROWN,,PIT BULL,SPAYED,2021-05-08,4,2025-07-03,BEH R,STRAY,OTC,,2025-08-02,ADOPTION,,BEH R,CHEYENNE LN,SAN JOSE,2025-08-04
154,A1380491,BEAU,DOG,BLACK,WHITE,ALASKAN HUSKY,NEUTERED,2022-04-30,3,2025-08-19,HEALTHY,CONFISCATE,POLICE,,2025-09-12,ADOPTION,,HEALTHY,,SAN JOSE,2025-09-12
155,A1380622,PHILLIPPA,KITTEN,BLACK,,DOMESTIC SH,SPAYED,2025-04-25,0,2025-07-07,HEALTHY,RETURN,OTC,,2025-07-12,ADOPTION,,HEALTHY,,SAN JOSE,2025-07-12
156,A1380829,VENADO,DOG,TAN,,CHIHUAHUA SH,NEUTERED,2024-05-03,1,2025-07-10,HEALTHY,STRAY,OTC,,2025-07-11,RTO,,HEALTHY,WHIRLAWAY X ROEDER,SAN JOSE,2025-07-11
157,A1380909,TOPH,CAT,BLACK,,DOMESTIC SH,SPAYED,2025-03-27,0,2025-07-22,HEALTHY,RETURN,OTC,,2025-07-25,ADOPTION,,HEALTHY,,SAN JOSE,2025-07-25
158,A1381097,SOOT SPRITE,CAT,BLACK,,DOMESTIC SH,NEUTERED,2025-04-09,0,2025-09-08,MED R,RETURN,OTC,,2026-01-06,RTO,,HEALTHY,,SAN JOSE,2026-01-06
159,A1381149,MONSTER MIKE,CAT,TABBY-GRAY,,DOMESTIC SH,NEUTERED,2021-05-03,4,2025-10-03,MED R,STRAY,OTC,IP ADOPT,2025-11-03,ADOPTION,,HEALTHY,SPENCER AVE/ DOROTHY AVE,SAN JOSE,2025-11-03
160,A1381767,BULLDOZER,DOG,MERLE-BLUE,GRAY,ENG BULLDOG,NEUTERED,2021-05-12,4,2025-09-16,HEALTHY,CONFISCATE,OWNER DIED,,2025-09-20,RESCUE,,HEALTHY,,SAN JOSE,2025-09-20
161,A1382371,MAX,DOG,BROWN,BLACK,BELG MALINOIS,NEUTERED,2024-07-19,1,2025-07-02,HEALTHY,RETURN,OTC,,2025-07-05,ADOPTION,,HEALTHY,,OUT OF COUNTY,2025-07-05
162,A1384459,BIANCA,DOG,WHITE,,CHIHUAHUA SH,SPAYED,2024-01-04,1,2025-08-12,HEALTHY,CONFISCATE,ASO,,2025-09-28,ADOPTION,,HEALTHY,,SAN JOSE,2025-09-28
163,A1384928,BELLA LUNA,DOG,BLACK,WHITE,PIT BULL,SPAYED,2023-10-05,2,2025-10-02,HEALTHY,OWNER SUR,OTC,,2025-10-21,ADOPTION,,HEALTHY,,SAN JOSE,2025-10-21
164,A1384951,COOPER,DOG,BROWN,BLACK,BELG MALINOIS,NEUTERED,2024-06-11,1,2025-07-22,HEALTHY,RETURN,OTC,,,,,,,SAN JOSE,2025-08-10
165,A1384999,BRUCE,DOG,GRAY,,PIT BULL,NEUTERED,2022-06-12,3,2025-08-18,HEALTHY,RETURN,OTC,,2026-02-27,ADOPTION,,HEALTHY,,SAN JOSE,2026-02-27
166,A1385048,TEDDY,DOG,TAN,,FRENCH BULLDOG,NEUTERED,2023-06-11,2,2025-07-06,HEALTHY,RETURN,OTC,ALLERGIC,2025-07-06,ADOPTION,,HEALTHY,,SAN JOSE,2025-07-06
167,A1385048,TEDDY,DOG,TAN,,FRENCH BULLDOG,NEUTERED,2023-06-11,2,2025-07-09,HEALTHY,RETURN,OTC,,2025-07-11,ADOPTION,,HEALTHY,,COUNTY,2025-07-11
168,A1385796,NALA,DOG,TAN,,AUST SHEPHERD,FEMALE,2021-06-11,4,2025-09-05,MED SEV,CONFISCATE,ASO,,2025-10-09,TRANSFER,,MED SEV,,SAN JOSE,2025-10-09
169,A1385840,MAMA BEAR,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,2023-06-12,2,2025-08-16,HEALTHY,RETURN,OTC,OWNER PROB,2025-08-31,TRANSFER,,HEALTHY,,SAN JOSE,2025-08-31
170,A1385907,CHEETO,KITTEN,TABBY-ORG,,DOMESTIC SH,NEUTERED,2025-05-12,0,2025-07-09,HEALTHY,RETURN,OTC,,2025-07-11,ADOPTION,,HEALTHY,,SAN JOSE,2025-07-11
171,A1386062,MAMA,DOG,WHITE,,GERM SHEPHERD,FEMALE,2024-12-13,1,2025-07-01,HEALTHY,CONFISCATE,ASO,,2025-07-02,RTO,,HEALTHY,,SAN JOSE,2025-07-02
172,A1386148,EARL,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2025-06-12,0,2025-10-18,MED R,STRAY,OTC,,2025-10-19,RTO,,HEALTHY,STEVENS CREEK/ MCARTHUR AVE,SAN JOSE,2025-10-20
173,A1386268,BOPPERS,DOG,TAN,WHITE,PIT BULL,NEUTERED,2020-01-06,5,2025-07-16,HEALTHY,STRAY,OTC,,2025-07-18,RTO,,HEALTHY,SANTA TERESA BLVD/THORNWOOD DR,SAN JOSE,2025-07-18
174,A1386276,LULU,DOG,WHITE,,OLDENG SHEEPDOG,FEMALE,2023-10-12,2,2025-10-08,HEALTHY,STRAY,OTC,,2025-10-14,RTO,,HEALTHY,HAYWORTH DR / SYLVAN DR,SAN JOSE,2025-10-14
175,A1386277,LUCKY,DOG,TAN,,CHIHUAHUA SH,NEUTERED,2022-06-22,3,2025-07-03,HEALTHY,RETURN,OTC,,2025-07-07,RESCUE,,HEALTHY,,SAN JOSE,2025-08-13
176,A1386287,CALLIE,KITTEN,CALICO-TRI,,DOMESTIC SH,SPAYED,2025-04-20,0,2025-07-06,HEALTHY,RETURN,OTC,,2025-07-09,ADOPTION,,HEALTHY,,SAN JOSE,2025-07-09
177,A1386288,GEORGIE,KITTEN,ORANGE,,DOMESTIC SH,SPAYED,2025-04-20,0,2025-07-06,HEALTHY,RETURN,OTC,,2025-07-07,ADOPTION,,HEALTHY,,SAN JOSE,2025-07-07
178,A1386304,HUDA,PUPPY,BROWN,,GERM SHEPHERD,SPAYED,2025-05-17,0,2025-07-18,MED R,RETURN,OTC,,2025-07-19,ADOPTION,,MED R,,SAN JOSE,2025-11-08
179,A1386304,HUDA,PUPPY,BROWN,,GERM SHEPHERD,SPAYED,2025-05-17,0,2025-08-26,HEALTHY,RETURN,OTC,,2025-08-27,ADOPTION,,HEALTHY,,SAN JOSE,2025-08-27
180,A1386340,BROCK,DOG,TAN,WHITE,LABRADOR RETR,NEUTERED,2022-06-17,3,2025-08-10,HEALTHY,STRAY,FIELD,,2025-10-17,ADOPTION,,HEALTHY,CAPITOL X TUERS,SAN JOSE,2025-10-17
181,A1386340,BROCK,DOG,TAN,WHITE,LABRADOR RETR,NEUTERED,2022-06-17,3,2025-08-04,HEALTHY,STRAY,OTC,,2025-08-07,RTO,,HEALTHY,MCLAUGHLIN X CAPITOL EXPY,SAN JOSE,2025-08-07
182,A1386371,CINNAMON,DOG,BROWN,,BOXER,SPAYED,2025-01-17,0,2025-08-09,HEALTHY,RETURN,OTC,,,,,,,SAN JOSE,2026-03-02
183,A1386512,BEANS,DOG,BROWN,,CHIHUAHUA LH,NEUTERED,2022-06-24,3,2025-07-25,BEH M,RETURN,OTC,,2025-08-18,ADOPTION,,HEALTHY,,SAN JOSE,2025-08-18
184,A1386577,MADDIE,DOG,BLACK,BROWN,GERM SHEPHERD,SPAYED,2024-11-25,1,2025-07-05,HEALTHY,OWNER SUR,OTC,,2025-07-06,ADOPTION,,HEALTHY,,,2025-07-06
185,A1386654,SOLDIER,DOG,BLACK,BROWN,GERM SHEPHERD,NEUTERED,2025-01-25,0,2025-07-02,HEALTHY,STRAY,OTC,,2025-07-11,ADOPTION,,HEALTHY,100 BLOCK N/129 HIGHWAY EXIT,COUNTY,2025-07-11
186,A1386895,,DOG,WHITE,BLACK,TIBETAN TERR,NEUTERED,,,2025-07-22,HEALTHY,STRAY,OTC,,2025-08-14,RESCUE,,HEALTHY,E JULIAN ST/ N 24TH ST,SAN JOSE,2025-08-14
187,A1386976,SARAH,KITTEN,GRAY,,DOMESTIC SH,SPAYED,2025-05-28,0,2025-09-02,HEALTHY,RETURN,OTC,,2025-09-07,ADOPTION,,HEALTHY,,SAN JOSE,2025-09-07
188,A1387008,MGM,DOG,BLACK,WHITE,SIBERIAN HUSKY,NEUTERED,2023-07-02,2,2025-08-05,BEH M,RETURN,,,2025-08-08,RESCUE,,BEH M,,MOUNTAIN VIEW,2025-08-13
189,A1387095,MANTIS,DOG,BRINDLE-BN,BLACK,CANE CORSO,SPAYED,2023-12-27,2,2025-07-31,MED R,EUTH REQ,FIELD OWN,,2025-10-02,ADOPTION,,HEALTHY,,SAN JOSE,2025-10-02
190,A1387312,SQUID,DOG,CREAM,,TOY FOX TERRIER,NEUTERED,2021-06-30,4,2025-07-01,BEH M,STRAY,,,2025-07-12,ADOPTION,,BEH M,AMES AVE/ S MILPITAS BLVD,SAN JOSE,2025-08-28
191,A1387356,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2024-07-01,1,2025-07-01,MED R,STRAY,MEDVET,,2025-07-05,RTF,,MED R,800 BLK GASPAR VISTA,SAN JOSE,2025-07-05
192,A1387357,SAVANNAH,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,2024-07-01,1,2025-07-01,MED R,STRAY,MEDVET,,2025-07-16,ADOPTION,,MED R,WOODSET X JACKSON,SAN JOSE,2025-07-16
193,A1387358,,KITTEN,TABBY-BRN,,DOMESTIC SH,MALE,2025-05-01,0,2025-07-01,MED R,STRAY,MEDVET,,2025-07-09,TRANSFER,,HEALTHY,WOODSET X JACKSON,SAN JOSE,2025-07-09
194,A1387359,,KITTEN,TABBY-ORG,,DOMESTIC SH,MALE,2025-05-01,0,2025-07-01,MED R,STRAY,MEDVET,,2025-07-09,TRANSFER,,HEALTHY,WOODSET X JACKSON,SAN JOSE,2025-07-09
195,A1387360,,KITTEN,TABBY-BRN,,DOMESTIC SH,MALE,2025-05-01,0,2025-07-01,MED R,STRAY,MEDVET,,2025-07-09,TRANSFER,,HEALTHY,WOODSET X JACKSON,SAN JOSE,2025-07-09
196,A1387362,HOTDOG,DOG,BLACK,,LABRADOR RETR,MALE,2024-07-01,1,2025-07-01,BEH M,STRAY,OTC,,2025-07-22,EUTH,,BEH U,HOLLY DR X GRIDLEY ST,SAN JOSE,2025-07-24
197,A1387363,,KITTEN,GRAY,,DOMESTIC SH,FEMALE,2025-06-10,0,2025-07-01,HEALTHY,STRAY,OTC,,2025-07-28,RESCUE,,HEALTHY,E CAPITOL EXPY / STROUD PL,SAN JOSE,2025-08-13
198,A1387366,,KITTEN,WHITE,BLACK,DOMESTIC SH,MALE,2025-04-16,0,2025-07-01,HEALTHY,STRAY,OTC,,2025-07-09,TRANSFER,,HEALTHY,BUCKNALL RD X CAMROSE AVE,SARATOGA,2025-07-09
199,A1387367,,KITTEN,WHITE,BLACK,DOMESTIC SH,MALE,2025-04-16,0,2025-07-01,HEALTHY,STRAY,OTC,,2025-07-09,TRANSFER,,HEALTHY,BUCKNALL RD X CAMROSE AVE,SARATOGA,2025-07-09
200,A1387385,DARLA,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,2022-07-11,3,2025-07-01,PREGNANT,STRAY,OTC,,2025-07-20,ADOPTION,,HEALTHY,RUE FERRARI/ENZO DR,SAN JOSE,2025-08-13
201,A1387387,MICKEY,DOG,GRAY,,PIT BULL,NEUTERED,2025-01-01,0,2025-07-01,MED SEV,STRAY,OTC,,2025-07-22,ADOPTION,,MED SEV,JACKSON ST,SAN JOSE,2025-08-06
202,A1387391,RAINDROP,CAT,BLACK,,DOMESTIC SH,SPAYED,2015-07-01,10,2025-07-01,PREGNANT,STRAY,OTC,,2025-09-20,ADOPTION,,HEALTHY,MARBURG X LAS PLUMAS,SAN JOSE,2025-09-20
203,A1387396,MIKAMOOK,KITTEN,TABBY-BRN,,DOMESTIC SH,NEUTERED,2025-05-08,0,2025-07-01,MED SEV,STRAY,OTC,IP ADOPT,2025-07-30,ADOPTION,,HEALTHY,CALLE ORIENTE,MILPITAS,2025-08-14
204,A1387398,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,,2025-07-01,PREGNANT,STRAY,OTC,,2025-07-05,RTF,,HEALTHY,STAGHORN LN/ORANGEWOOD DR,SAN JOSE,2025-07-05
205,A1387410,,KITTEN,BLACK,WHITE,DOMESTIC MH,NEUTERED,2025-05-14,0,2025-07-01,MED R,STRAY,OTC,IP ADOPT,2025-07-12,ADOPTION,,MED R,PANOCHE AVE,SAN JOSE,2025-07-12
206,A1387420,,KITTEN,TABBY-BRN,,DOMESTIC SH,MALE,2025-06-07,0,2025-07-02,MED SEV,STRAY,MEDVET,,2025-07-03,DIED,,MED SEV,1500 BLK WABASH,SAN JOSE,2025-07-07
207,A1387422,,KITTEN,TABBY-BRN,,DOMESTIC SH,MALE,2025-06-17,0,2025-07-02,MED R,STRAY,MEDVET,,2025-07-10,DIED,,MED SEV,1500 BLK WABASH,SAN JOSE,2025-07-10
208,A1387423,MUTA,KITTEN,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-06-02,0,2025-07-02,HEALTHY,STRAY,MEDVET,,2025-08-17,ADOPTION,,HEALTHY,500 BLK S 11TH,SAN JOSE,2025-08-17
209,A1387425,,CAT,BLACK,,DOMESTIC SH,SPAYED,2025-03-02,0,2025-07-02,MED R,STRAY,MEDVET,,2025-07-08,ADOPTION,,MED R,S 3RD X KEYES,SAN JOSE,2025-07-08
210,A1387461,,KITTEN,GRAY,WHITE,DOMESTIC SH,NEUTERED,2025-04-02,0,2025-07-02,MED R,STRAY,FIELD,,2025-07-15,EUTH,,MED SEV,BLK 1200 N CAPITOL AVE,SAN JOSE,2025-09-16
211,A1387463,ROCKY,DOG,GRAY,WHITE,ALASKAN HUSKY,NEUTERED,2023-07-02,2,2025-07-02,MED R,STRAY,OTC,,2025-07-14,ADOPTION,,HEALTHY,PARK WILSHIRE DR/PORTERO DR,SAN JOSE,2025-07-14
212,A1387467,,OTHER,BLACK,,CHICKEN,UNKNOWN,,,2025-07-02,HEALTHY,STRAY,OTC,,2025-07-03,RESCUE,,HEALTHY,CINDERELLA LN X TURLY DR,SAN JOSE,2025-07-03
213,A1387469,,DOG,BRINDLE-BN,WHITE,BOXER,FEMALE,2023-07-02,2,2025-07-02,HEALTHY,STRAY,FIELD,,2025-07-08,RESCUE,,HEALTHY,EDSEL DR X STULMAN DR,MILPITAS,2025-07-08
214,A1387477,,KITTEN,GRAY,WHITE,DOMESTIC SH,NEUTERED,2025-04-24,0,2025-07-02,HEALTHY,STRAY,OTC,,2025-07-05,RTF,,HEALTHY,MANZANITA X DESERT ISLE DR,SAN JOSE,2025-07-08
215,A1387485,TIGER,KITTEN,ORANGE,,DOMESTIC SH,MALE,2025-05-19,0,2025-07-02,MED R,STRAY,OTC,,2025-08-08,RESCUE,,HEALTHY,LINCOLN X SAN CARLOS,SAN JOSE,2025-08-25
216,A1387486,,KITTEN,TABBY-BRN,WHITE,DOMESTIC SH,MALE,2025-06-25,0,2025-07-02,NURSING,STRAY,OTC,,2025-07-13,EUTH,,MED SEV,N WHITE RD/ALUM ROCK RD,COUNTY,2025-07-15
217,A1387487,,KITTEN,BLACK,WHITE,DOMESTIC SH,MALE,2025-06-23,0,2025-07-02,MED R,STRAY,OTC,,2025-08-26,EUTH,,MED SEV,N WHITE RD/ALUM ROCK RD,COUNTY,2025-08-26
218,A1387496,,KITTEN,TABBY-BRN,,DOMESTIC SH,MALE,2025-06-04,0,2025-07-02,MED R,STRAY,OTC,IP ADOPT,2025-07-09,RESCUE,,HEALTHY,NERDY AVE X CAS DR,SAN JOSE,2025-07-09
219,A1387497,SOL,DOG,TAN,,BEAGLE,SPAYED,2023-07-13,2,2025-07-02,BEH U,OWNER SUR,FIELD,ATTENTION,2025-07-30,RTO,,HEALTHY,,SAN JOSE,2025-07-30
220,A1387498,KIARA,DOG,BLACK,,GERM SHEPHERD,SPAYED,2022-07-23,3,2025-07-02,BEH U,OWNER SUR,FIELD,ATTENTION,2025-07-30,RTO,,HEALTHY,,SAN JOSE,2025-07-30
221,A1387511,BONBON,DOG,WHITE,,POODLE MIN,MALE,2013-08-10,12,2025-07-02,HEALTHY,STRAY,OTC,,2025-07-09,RTO,,HEALTHY,TILLIMAN AVE/SHASTA AVE,SAN JOSE,2025-07-09
222,A1387525,,OTHER,BLACK,,POLISH,MALE,2025-03-02,0,2025-07-02,HEALTHY,OWNER SUR,OTC,,2025-07-03,RESCUE,,HEALTHY,,,2025-07-03
223,A1387531,COSMO,KITTEN,BLACK,,DOMESTIC SH,NEUTERED,2025-05-09,0,2025-07-02,MED R,STRAY,OTC,,2025-07-23,ADOPTION,,MED R,E BROKAW RD,SAN JOSE,2025-07-23
224,A1387535,KODAK,DOG,BLACK,BROWN,FRENCH BULLDOG,MALE,2022-07-03,3,2025-07-02,HEALTHY,STRAY,OTC,,2025-07-03,RTO,,HEALTHY,MCKEE RD,SAN JOSE,2025-07-03
225,A1387559,JACK,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2021-07-03,4,2025-07-03,HEALTHY,STRAY,OTC,,2025-07-15,ADOPTION,,HEALTHY,MONTEREY ROAD,SAN JOSE,2025-07-15
226,A1387576,,KITTEN,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-05-16,0,2025-07-03,MED R,STRAY,OTC,,2025-07-23,ADOPTION,,MED R,BELLGROVE CIR / SARATOGA AVE,SAN JOSE,2025-07-23
227,A1387577,OTTO,CAT,TABBY-ORG,WHITE,BRITISH SH,NEUTERED,,,2025-07-03,MED R,STRAY,FIELD,,2025-07-11,ADOPTION,,MED R,CAMDEN AVE/KOOSER RD,SAN JOSE,2025-07-11
228,A1387580,,CAT,TABBY-GRAY,,DOMESTIC SH,NEUTERED,2024-01-03,1,2025-07-03,MED R,STRAY,FIELD,,2025-07-19,RTF,,FERAL,GIUSTI DR/SNOW DR,SAN JOSE,2025-07-19
